APTB_ID,APTB_TABLE_PREFIX,APTB_TABLE_ID,LICENCE_NO,APTB_DESCRIPTION,APTB_CATEGORY,APTB_TEXT,APTB_ITEM
643831819,LI,851633,1918686/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831820,LI,851634,1918687/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831821,LI,851634,1918687/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831822,LI,851635,1918688/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831823,LI,851635,1918688/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831824,LI,851636,1918689/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831825,LI,851636,1918689/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831826,LI,851637,1918690/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831827,LI,851637,1918690/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831828,LI,851638,1918691/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831829,LI,851638,1918691/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831830,LI,851639,1918692/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831831,LI,851639,1918692/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831832,LI,851640,1918694/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831833,LI,851640,1918694/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831834,LI,851641,1918695/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831835,LI,851641,1918695/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831836,LI,851642,1918696/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831837,LI,851642,1918696/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831838,LI,851643,1918697/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831839,LI,851643,1918697/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831840,LI,851644,1918698/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831841,LI,851644,1918698/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831842,LI,851645,1918699/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831843,LI,851645,1918699/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831844,LI,851646,1918700/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831845,LI,851646,1918700/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831846,LI,851647,1918701/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831847,LI,851647,1918701/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831848,LI,851648,1918702/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831849,LI,851648,1918702/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831850,LI,851649,1918703/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831851,LI,851649,1918703/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831852,LI,851650,1918704/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831853,LI,851650,1918704/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831854,LI,851651,1918753/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831855,LI,851651,1918753/1,,SPCOND,Special condition text for Limited Coast Assigned System licence authorising a frequency available as non-assigned. 'The limited coast assigned service authorised by this licence operates on a frequency that may also be used by stations operating under a limited coast non assigned licence. This service is not afforded protection from other limited coast assigned and limited coast non assigned services operating on the same channel.',
643831947,LI,851660,1935931/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831955,LI,851668,1939156/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643831965,LI,851678,1939176/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643832049,LI,851696,1948612/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643832050,LI,851697,1948613/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643832066,LI,851716,1985703/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643832112,LI,861180,1911394/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643832138,LI,854097,1441871/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643832139,LI,854098,499104/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643832153,LI,807199,135469/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643832159,LI,807205,135520/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643832300,LI,870104,1444261/2,No interference / no protection,SPCOND,No interference shall be caused to any Radiocommunication station or service and no protection from interference by such stations or services shall be afforded.,27
643832301,LI,870104,1444261/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643832332,LI,807283,148104/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643832333,LI,807284,148105/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643832334,LI,807285,148106/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643832665,LI,860863,136157/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643832669,LI,860866,136166/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643832777,LI,860889,168540/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643832936,LI,848040,1940966/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643832939,LI,860955,523509/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643832941,LI,860957,523513/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643832966,LI,851483,1146027/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643832967,LI,851484,1146028/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643832975,LI,851505,1192510/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643832976,LI,851506,1192511/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643832977,LI,851507,1192512/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643833103,LI,860985,1186524/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
643833112,LI,861233,1963236/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
643833146,LI,851518,1402379/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643833147,LI,851518,1402379/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643833148,LI,851519,1402381/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643833149,LI,851519,1402381/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643833150,LI,851520,1402383/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643833151,LI,851520,1402383/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643833152,LI,851521,1402385/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643833153,LI,851521,1402385/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643833154,LI,851522,1402387/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643833155,LI,851522,1402387/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643833163,LI,851528,1420592/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643833164,LI,851528,1420592/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643833165,LI,851529,1420593/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643833166,LI,851529,1420593/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643833167,LI,851530,1420594/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643833168,LI,851530,1420594/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643833169,LI,851531,1420595/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643833170,LI,851531,1420595/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
643833173,LI,851537,1423600/1,Once off text for the change from Limited Coast Assigned to Limited Coast Assigned System,ADVNOTE,Prior to 4 September 2002 this licence authorised the operation of one Limited Coast Assigned Station.,51
643833174,LI,851537,1423600/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
