ANTENNA_ID,GAIN,FRONT_TO_BACK,H_BEAMWIDTH,V_BEAMWIDTH,BAND_MIN_FREQ,BAND_MIN_FREQ_UNIT,BAND_MAX_FREQ,BAND_MAX_FREQ_UNIT,ANTENNA_SIZE,ANTENNA_TYPE,MODEL,MANUFACTURER
80360,32.1,54,4.3,,,MHz,,MHz,0.3,Parabolic-P,VHLP1-15,ANDREW AUSTRALIA
80369,42,68,1.3,,,MHz,,MHz,2.4,Parabolic-P,HPX8-65,ANDREW AUSTRALIA
80371,30.9,56,4.7,,,MHz,,MHz,0.3,Parabolic-P,VHLP1-13,ANDREW AUSTRALIA
80375,14.2,17,35,,,MHz,,MHz,9,Yagi (Horizontal Polarisation)-Y,RDA9(H),RF INDUSTRIES
80388,46.2,74,0.8,,,MHz,,MHz,1.8,Parabolic-P,VHLP6-15,ANDREW AUSTRALIA
80396,44.7,72,0.9,,,MHz,,MHz,1.2,Parabolic-P,VHLPX4-18,ANDREW AUSTRALIA
80408,40.4,66,1.5,,,MHz,,MHz,1.2,Parabolic-P,SUX4-107A,RFS
80413,12,18,43,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,YBS809(V),RF INDUSTRIES
80416,40.4,67,1.5,,,MHz,,MHz,1.2,Parabolic-P,VHLPX4-11,ANDREW AUSTRALIA
80420,34.4,60,3.4,,,MHz,,MHz,0.6,Parabolic-P,VHLPX2-11,ANDREW AUSTRALIA
80431,41.6,66,1.5,,,MHz,,MHz,2.4,Parabolic-P,DA8-59A,RFS
80442,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SMD4-67,RF INDUSTRIES
80443,30.2,49.6,5.2,,,MHz,,MHz,0.3,Parabolic-P,HAA1303,COMHAT
80454,5.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,MME-331,RF INDUSTRIES
80458,43.8,70,1.1,,,MHz,,MHz,1.8,Parabolic-P,VHLPX6-11,ANDREW AUSTRALIA
80472,7,0,0,,,MHz,,MHz,0,Dipole-D,OA20-41,RF INDUSTRIES
80491,41.3,67,1.5,,,MHz,,MHz,2.4,Parabolic-P,DAX8-59A,RFS
80492,35,61,2.9,,,MHz,,MHz,1.2,Parabolic-P,VHLPX4-6W,ANDREW AUSTRALIA
80503,2.2,0,0,,,MHz,,MHz,0,Dipole-D,SMD24 (SS),RF INDUSTRIES
80514,8.2,0,0,,,MHz,,MHz,0,Parallel array of vertical dipoles-D,214-4-ICE,POLAR
80519,39.7,69,1.7,,,MHz,,MHz,1.8,Parabolic-P,UXA6-65B,RFS
80527,0,0,0,,,MHz,,MHz,0,Dipole-D,TQJ-150Z,KENBOTONG
80534,35,61,2.9,,,MHz,,MHz,1.2,Parabolic-P,VHLP4-6W,ANDREW AUSTRALIA
80571,11.2,7,0,,,MHz,,MHz,4,Parallel array of vertical dipoles-D,OA40-41,RF INDUSTRIES
80575,39.7,68,1.8,,,MHz,,MHz,0.8,Parabolic-P,A-ANT-15G-2.5,DRAGONWAVE
80592,2.2,0,0,,,MHz,,MHz,1.8,Dipole-D,COD22,RF INDUSTRIES
80601,17.8,25,67,,,MHz,,MHz,0,Panel (1 sector)-R,742266 (1.8G),KATHREIN
80623,16.6,28,85,,,MHz,,MHz,0,Panel (1 sector)-R,80010213(0.9),KATHREIN
80624,17.2,25,65,,,MHz,,MHz,0,Panel (1 sector)-R,739 686,KATHREIN
80625,18.1,25,60,,,MHz,,MHz,0,Panel (1 sector)-R,PFS1606,ANDREW AUSTRALIA
80636,39.5,70,1.7,,,MHz,,MHz,1.8,Parabolic-P,UHX6-65,ANDREW AUSTRALIA
80646,18.2,25,37,,,MHz,,MHz,2.09,Panel (Multi-sector)-R,2CPX208R,ARGUS
80650,14,18,36,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YB16-65,RF INDUSTRIES
80659,18,25,65,,,MHz,,MHz,2.6,Panel (1 sector)-R,CNPX310,ARGUS
80664,14,20,35,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,RDA16-70(H),RF INDUSTRIES
80680,8.2,0,0,,,MHz,,MHz,0,Parallel array of vertical dipoles-D,BA8080-67,RF INDUSTRIES
80692,13,20,50,,,MHz,,MHz,0,Yagi (Mixed Polarisation)-Y,DUAL LOOP,MIMO MAX
80699,13,18,39,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YB10-70(H),RF INDUSTRIES
80706,39,65,1.8,,,MHz,,MHz,1.8,Parabolic-P,VHLP6-6W,ANDREW AUSTRALIA
80714,13,18,36,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,YB10-65(H),RF INDUSTRIES
80752,38.4,64,2,,,MHz,,MHz,1,Parabolic-P,VHLP3-11W,ANDREW AUSTRALIA
80783,19,30,32,,,MHz,,MHz,0,Panel (1 sector)-R,NPX210R,ARGUS
80792,11,23,40,,,MHz,,MHz,0.9,Corner Reflector (Vertical Polarisation)-R,CR4-67(V),RF INDUSTRIES
80801,2,0,0,,,MHz,,MHz,0,Coaxial Dipole-D,CXL 2-1LW/H,PROCOM
80807,34.5,60,3.3,,,MHz,,MHz,0.6,Parabolic-P,UKY 220 41/DC15,ERICSSON
80825,40.8,67,1.5,,,MHz,,MHz,1.8,Parabolic-P,UKY 210 50/DC15,ERICSSON
80837,40.7,66,1.5,,,MHz,,MHz,1.2,Parabolic-P,UKY 220 17/DC15,ERICSSON
80840,19,30,32,,,MHz,,MHz,1.33,Panel (Multi-sector)-R,2NPX210R (1.8),ARGUS
80848,7,0,0,,,MHz,,MHz,0,Parallel array of vertical dipoles-A,EA40-41,RF INDUSTRIES
80853,35.5,62,2.6,,,MHz,,MHz,1,Parabolic-P,VHLP3-7W,ANDREW AUSTRALIA
80854,17.5,25,65,,,MHz,,MHz,1.27,Panel (1 sector)-R,VVPX-310R (2.1),ARGUS
80855,16.8,25,66,,,MHz,,MHz,1.27,Panel (1 sector)-R,VVPX-310R (1.8),ARGUS
80881,0,0,0,,,MHz,,MHz,0,"Unknown antenna type, size or specifications-",DAS,NOTIONAL
80883,41.1,69,1.5,,,MHz,,MHz,1,Parabolic-P,VHLP3-15,ANDREW AUSTRALIA
80896,39,65,1.8,,,MHz,,MHz,1.8,Parabolic-P,UKY 220 12/DC15,ERICSSON
809,40,49,1.5,,,MHz,,MHz,1.8,Parabolic-P,7.5G,NOTIONAL
80901,16,25,88,,,MHz,,MHz,0,Panel (1 sector)-R,LLPX411F-V1,ARGUS
80905,39,65,1.8,,,MHz,,MHz,1.8,Parabolic-P,VHLPX6-6W,ANDREW AUSTRALIA
80907,5.2,0,0,,,MHz,,MHz,0,Parallel array of vertical dipoles-A,SMD4X2,RF INDUSTRIES
80920,34.8,60,3.2,,,MHz,,MHz,0.6,Parabolic-P,VHLP2-11W,ANDREW AUSTRALIA
80922,33,60,3.3,,,MHz,,MHz,1,Parabolic-P,VHLP3-6W,ANDREW AUSTRALIA
80923,38.5,64,1.8,,,MHz,,MHz,0.9,Parabolic-P,VHLPX3-11W,ANDREW AUSTRALIA
80946,38.4,64,2,,,MHz,,MHz,0.9,Parabolic-P,UKY 220 26/DC15,ERICSSON
80953,42,68,1.4,,,MHz,,MHz,2.4,Parabolic-P,UKY 220 13/DC12,ERICSSON
80959,2.2,0,0,,,MHz,,MHz,0.8,Dipole-D,SMD20-41,RF INDUSTRIES
80963,5.2,0,0,,,MHz,,MHz,0,Parallel array of vertical dipoles-D,IA404040-41-67,RF INDUSTRIES
80970,14,20,24,,,MHz,,MHz,0,Yagi (Mixed Polarisation)-Y,DUAL LOOP HORIZ,MIMO MAX
80971,18.5,25,67,,,MHz,,MHz,3.67,Panel (1 sector)-R,CPX314R,ARGUS
80998,6.3,0,0,,,MHz,,MHz,5.5,Colinear Vertical-U,COL53,RF INDUSTRIES
81,5.2,0,0,,,MHz,,MHz,2,Dipole-D,595-2,AEA
81003,40.7,66,1.5,,,MHz,,MHz,1.2,Parabolic-P,VHLP4-11W,ANDREW AUSTRALIA
81084,18.2,25,60,,,MHz,,MHz,0,Panel (1 sector)-R,RV4PX310R,ARGUS
81094,40.7,66,1.5,,,MHz,,MHz,1.2,Parabolic-P,VHLPX4-11W,ANDREW AUSTRALIA
81098,15.6,20,31,,,MHz,,MHz,0,Yagi (Mixed Polarisation)-Y,328X,POLAR
81102,17.3,30,65,,,MHz,,MHz,1.08,Panel (1 sector)-R,LLPX310F-V1,ARGUS
81170,16.2,25,65,,,MHz,,MHz,2.53,Panel (1 sector)-R,RVVPX310B2,ARGUS
81191,16.2,40,62,,,MHz,,MHz,0,Panel (1 sector)-R,RVVPX308.10B2,ARGUS
81193,16,25,67,,,MHz,,MHz,0,Panel (1 sector)-R,RV4PX310R(700M),ARGUS
81194,16,25,63,,,MHz,,MHz,0,Panel (1 sector)-R,R2V4PX310R(700),ARGUS
81198,8.3,0,0,,,MHz,,MHz,3.1,Colinear Vertical-U,COL45-65,RF INDUSTRIES
81202,16.5,25,62,,,MHz,,MHz,2.53,Panel (1 sector)-R,RVVPX310 (1.8),ARGUS
81203,17.2,25,62,,,MHz,,MHz,2.53,Panel (1 sector)-R,RVVPX310 (2.1),ARGUS
81204,18,25,62,,,MHz,,MHz,2.53,Panel (1 sector)-R,RVVPX310 (2.5),ARGUS
81205,16,25,67,,,MHz,,MHz,2.53,Panel (1 sector)-R,RVVPX310 (700),ARGUS
81206,33.8,56,3.7,,,MHz,,MHz,0.6,Parabolic-P,VHLP2-10W,ANDREW AUSTRALIA
81207,17,25,62,,,MHz,,MHz,2.03,Panel (1 sector)-R,RVVPX308 (2.1),ARGUS
81208,18,25,60,,,MHz,,MHz,2.03,Panel (1 sector)-R,RVVPX308 (2.5),ARGUS
81209,15,25,68,,,MHz,,MHz,2.03,Panel (1 sector)-R,RVVPX308 (700),ARGUS
81210,15.5,25,67,,,MHz,,MHz,2.03,Panel (1 sector)-R,RVVPX308 (900),ARGUS
81268,16.5,25,62,,,MHz,,MHz,0,Panel (1 sector)-R,RV4PX310R(900M),ARGUS
81269,16.8,25,62,,,MHz,,MHz,0,Panel (1 sector)-R,RV4PX310R(1.8G),ARGUS
81270,17.2,25,62,,,MHz,,MHz,0,Panel (1 sector)-R,RV4PX310R(2.1G),ARGUS
81271,8,15,60,,,MHz,,MHz,3,Yagi (Horizontal Polarisation)-Y,YH03(H),RF INDUSTRIES
81285,16.2,17,33,,,MHz,,MHz,15,Yagi (Mixed Polarisation)-Y,Y415DP,ZCG SCALAR
81290,34.8,61,2.8,,,MHz,,MHz,1.2,Parabolic-P,SB4-W60A,RFS
81292,7.2,0,0,,,MHz,,MHz,0,Colinear Vertical-U,COL43-XX,RF INDUSTRIES
81300,17.2,25,62,,,MHz,,MHz,0,Panel (1 sector)-R,R2V4PX310R(2.1),ARGUS
81304,16.8,25,65,,,MHz,,MHz,0,Panel (1 sector)-R,R2V4PX310R,ARGUS
81305,17.5,25,62,,,MHz,,MHz,0,Panel (1 sector)-R,R2V4PX310R,ARGUS
81315,17.2,30,65,,,MHz,,MHz,1.07,Panel (1 sector)-R,LLPX310R-V1,ARGUS
81324,18,25,60,,,MHz,,MHz,2.49,Panel (1 sector)-R,R2V4PX310R(2.3),ARGUS
81345,18,25,60,,,MHz,,MHz,2.5,Panel (1 sector)-R,R2V4PX310R(2.5),ARGUS
81368,37.3,63,2.2,,,MHz,,MHz,1.2,Parabolic-P,A07D12HS,HUAWEI
81376,16,25,68,,,MHz,,MHz,2.53,Panel (1 sector)-R,RV4PX310B2(700),ARGUS
81379,16.8,25,61,,,MHz,,MHz,2.53,Panel (1 sector)-R,RV4PX310B2(1.8),ARGUS
81380,17.1,25,62,,,MHz,,MHz,,Panel (1 sector)-R,RV4PX310B2(2.1),ARGUS
81381,18,25,61,,,MHz,,MHz,2.53,Panel (1 sector)-R,RV4PX310B2(2.5),ARGUS
81397,6,0,0,,,MHz,,MHz,2.09,Colinear Vertical-U,COL6,MOBILE ONE
814,36,35,2.3,,,MHz,,MHz,0.6,Parabolic-P,15.0G,NOTIONAL
81403,15.5,25,70,,,MHz,,MHz,2.53,Panel (1 sector)-R,RPX310B1 (700),ARGUS
81404,16,25,68,,,MHz,,MHz,2.53,Panel (1 sector)-R,RPX310B1 (800),ARGUS
81408,17.2,25,58,,,MHz,,MHz,1.33,Panel (1 sector)-R,VVPX310B1 (2.5),ARGUS
81416,10.2,0,0,,,MHz,,MHz,3.3,Colinear Vertical-U,UNA010 (700),ARGUS
81417,10.7,0,0,,,MHz,,MHz,3.3,Colinear Vertical-U,UNA010 (800),ARGUS
81418,35.5,62,2.7,,,MHz,,MHz,0.6,Parabolic-P,SC2-127B,RFS
81423,38.3,64,2,,,MHz,,MHz,0.9,Parabolic-P,SC3-W100A,RFS
81429,31.5,30,4.5,,,MHz,,MHz,0.3,Parabolic-P,SB 1 - 127C,RFS
81431,35.2,62,2.6,,,MHz,,MHz,0.9,Parabolic-P,SCX3-W71A,RFS
81434,34.4,61,2.8,,,MHz,,MHz,1.2,Parabolic-P,SBX4-W60C,RFS
81438,40.1,66,1.5,,,MHz,,MHz,1.2,Parabolic-P,SB4-W100C,RFS
81441,38.9,67,2.1,,,MHz,,MHz,0.6,Parabolic-P,D18A60T1K601,SAF
81446,36.3,62,2.8,,,MHz,,MHz,,Parabolic-P,HAE1306,LEAX AKRIVATOR TELECOM
81504,30.9,57,4.2,,,MHz,,MHz,0.6,Parabolic-P,VHLP2-71W,ANDREW AUSTRALIA
81509,5.2,0,0,,,MHz,,MHz,0,Parallel array of vertical dipoles-D,02680S2,BENELEC
81515,40.6,67,1.5,,,MHz,,MHz,1.8,Parabolic-P,SBX6-W71C,RFS
81517,40.6,67,1.5,,,MHz,,MHz,1.8,Parabolic-P,SB6-W71C,RFS
81524,2.2,0,0,,,MHz,,MHz,2.2,Colinear Vertical-U,COL51-160,RF INDUSTRIES
81535,15.18,43,66,,,MHz,,MHz,2.5,Panel (1 sector)-R,RVVPX310B2(700),ARGUS
81544,39.4,65,1.7,,,MHz,,MHz,1.8,Parabolic-P,A06D18HS,HUAWEI
81546,38.9,67,2.1,,,MHz,,MHz,0.6,Parabolic-P,A18D06HS,HUAWEI
81550,44.7,73,0.9,,,MHz,,MHz,1.2,Parabolic-P,A18D12HS,HUAWEI
81570,2.15,0,0,,,MHz,,MHz,0,Dipole-D,B43,ZCG SCALAR
81596,33.2,60,3,,,MHz,,MHz,0.9,Parabolic-P,SCX3-W60A,RFS
816,44,80,1,,,MHz,,MHz,1.8,Parabolic-P,11.0G,NOTIONAL
81609,35.6,62,3.3,,,MHz,,MHz,1.2,Parabolic-P,A06D12HS,HUAWEI
81621,35.2,61,3.1,,,MHz,,MHz,0.6,Parabolic-P,HAE1106_00,LEAX AKRIVATOR TELECOM
81625,43.3,71,1.1,,,MHz,,MHz,0.9,Parabolic-P,SC3-190A,RFS
82,8.2,0,0,,,MHz,,MHz,4,Dipole-D,616-4,AEA
84,11.2,15,40,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,579(H),AEA
84038,5,9,161,,,MHz,,MHz,2,Yagi (Vertical Polarisation)-Y,YB02-99 (V),RF INDUSTRIES
84042,2.4,0,360,,,MHz,,MHz,0,Dipole-D,A-337-HD,ROJONE
84068,8.2,0,360,,,MHz,,MHz,0,Parallel array of vertical dipoles-A,02681Z4,BENELEC
84071,16,27,67,,,MHz,,MHz,2.7,Panel (1 sector)-R,APE4517R0 (700),HUAWEI
84072,16.7,27,62,,,MHz,,MHz,2.7,Panel (1 sector)-R,APE4517R0 (900),HUAWEI
84073,17,28,63,,,MHz,,MHz,2.7,Panel (1 sector)-R,APE4517R0 (1.8),HUAWEI
84074,17.2,28,62,,,MHz,,MHz,2.7,Panel (1 sector)-R,APE4517R0 (2.1),HUAWEI
84078,20.1,33,34,,,MHz,,MHz,1.08,Panel (1 sector)-R,LLPX210R-V1,ARGUS
84085,5.2,0,360,,,MHz,,MHz,0,Dipole-D,FG4063,LAIRD TECHNOLOGIES
84088,41.5,68,1.4,,,MHz,,MHz,2.4,Parabolic-P,DA8-W57A,RFS
84090,19.6,30,33,,,MHz,,MHz,0.8,Panel (1 sector)-R,AW3497,ALPHA WIRELESS
84120,39.4,65,1.7,,,MHz,,MHz,1.8,Parabolic-P,SB6-W60B,RFS
84136,5.2,0,360,,,MHz,,MHz,3.3,Colinear Vertical-U,CLV3,ZCG SCALAR
84184,42.9,71,1.2,,,MHz,,MHz,1.2,Parabolic-P,A15S12HAC,HUAWEI
84186,3.85,0,0,,,MHz,,MHz,0.8,Ground Independent Antenna-U,CD29,RF INDUSTRIES
844,2.2,0,0,,,MHz,,MHz,0,Coaxial Dipole-D,BA1010,CELWAVE
848,4.5,0,0,,,MHz,,MHz,0,Colinear Vertical-U,PD344,CELWAVE
90025,17,27,61,,,MHz,,MHz,,Panel(1 sector),ASI4517R1_2.1,HUAWEI
90066,33.6,65,3.3,,,MHz,,MHz,,Parabolic,SHP3-6W,ANDREW AUSTRALIA
9011,15,25,60,,,MHz,,MHz,1.41,Panel (1 sector)-R,H13C-VA,ANDREW AUSTRALIA
90528,16.5,28,65,,,MHz,,MHz,,Panel(1sector),TQBM-D609017/Q172717DER_1.8,TONGYU
90626,2.15,0,360,,,MHz,,MHz,,CoaxialDipole,1012,SAAB
90707,13,18,48,,,MHz,,MHz,,Yagi (vertical polarisation),YB9-99(V),RF Industries
90737,35.8,61,2.7,,,MHz,,MHz,,Parabolic,HAE0612,LEAX AKRIVATOR TELECOM
90838,39.6,65,1.8,,,MHz,,MHz,,Parabolic,ANT2 1.8 6 HPX,ERICSSON
90854,37.3,63,2.2,,,MHz,,MHz,,Parabolic,ANT2 1.2 7/8 HPX,ERICSSON
90855,38.4,64,2,,,MHz,,MHz,,Parabolic,ANT2 0.9 10/11 HPX,ERICSSON
90858,40.7,66,1.6,,,MHz,,MHz,,Parabolic,ANT2 1.2 10/11 HPX,ERICSSON
91057,38.9,67,2.1,,,MHz,,MHz,,Parabolic,AM-2-18-CR,Ceragon
91058,38.4,64,2,,,MHz,,MHz,,Parabolic,AM-3-11W-CR1,Ceragon
91062,37.4,63,2.2,,,MHz,,MHz,,Parabolic,VHLP4-7W/E,ANDREW AUSTRALIA
91102,17.9,34,39,,,MHz,,MHz,,Panel (Multi-sector),2UPX210B-T2 (700),COMMSCOPE
91103,18.7,40,36,,,MHz,,MHz,,Panel (Multi-sector),2UPX210B-T2 (850),COMMSCOPE
91401,50,66.7,0.5,,,MHz,,MHz,,Parabolic,EH-ANT-2ft,SIklu
91505,31.8,57,4,,,MHz,,MHz,,Parabolic,HAE1303,LEAX AKRIVATOR TELECOM
91518,8.2,0,0,,,MHz,,MHz,,ColinearVertical,G22,ZCG SCALAR
91522,33.5,60,3.7,,,MHz,,MHz,,Parabolic,HAE0609,LEAX AKRIVATOR TELECOM
91548,17.6,27,37,,,MHz,,MHz,,Panel (1 sector),TDJ-708019D (700),TONGYU
91557,14,20,30,,,MHz,,MHz,,Yagi (Mixed Polarisation),YB815-81,RF INDUSTRIES
91601,31.1,57,4.7,,,MHz,,MHz,,Parabolic,NEC VHLP2-7W-NC3,Andrew
91722,5.2,0,0,,,MHz,,MHz,,Parallel array of vertical dipoles,BA4040-41,RF INDUSTRIES
91732,34.6,63,3.2,,,MHz,,MHz,,Parabolic,VHLP1-18/F,ANDREW AUSTRALIA
91739,37.5,63,2,,,MHz,,MHz,,Parabolic,HAE0812,LEAX AKRIVATOR TELECOM
91767,35.5,62,3,,,MHz,,MHz,,Parabolic,HAE0809_00,LEAX AKRIVATOR TELECOM
92,15.7,16,35,,,MHz,,MHz,0,Yagi (Horizontal Polarisation)-Y,546-2(H),AEA
92183,43,55,0.9,,,MHz,,MHz,,Parabolic,EH-ANT-1ft,Siklu
92189,35.5,61,3,,,MHz,,MHz,,Parabolic,ANT3 A 0.9 7/8 HPX,ERICSSON
92191,38.4,64,2,,,MHz,,MHz,,Parabolic,ANT3 A 0.9 10/11 HPX,ERICSSON
92200,17.5,30,59,,,MHz,,MHz,,Panel (1 sector),AIR32 B7AA HBP LBP (2600),ERICSSON
92216,23.7,30,110,,,MHz,,MHz,,Cellular,AIR 6468 B42 (Traffic),Ericsson
92222,39.3,66,1.8,,,MHz,,MHz,,Parabolic,ANT3 A 1.8 6 HPX,ERICSSON
92223,20,25,30,,,MHz,,MHz,,Panel(1sector),T1002M3R011_2500MHz_0dB,Tongyu
92224,18.6,25,38,,,MHz,,MHz,,Panel(1sector),T1002M3R011_700MHz_0dB,Tongyu
92237,17.6,27,37,,,MHz,,MHz,,Panel (1 sector),T1000L3R011 (700),TONGYU
92238,18.8,27,33,,,MHz,,MHz,,Panel (1 sector),T1000L3R011 (850),TONGYU
92253,3.85,0,360,,,MHz,,MHz,,Ground independent mobile antenna (148-174 MHz),CD29-148174,RF Industries
92264,19,24,28,,,MHz,,MHz,,Yagi,YBA-2H-818-8085,RFI
92329,14,18,36,,,MHz,,MHz,,Yagi(VerticalPolarisation),YB16-65(V),RF INDUSTRIES
92343,34.5,61,3.3,,,MHz,,MHz,,Parabolic,ANT3 A 0.6 10/11 HPX,Ericsson
92389,16.8,26,62,,,MHz,,MHz,,Panel(1 sector),T2004L6R021(0.9),Tongyu
92391,17,26,62,,,MHz,,MHz,,Panel(1 sector),T2004L6R021(2.1),Tongyu
92450,38.9,67,2.1,,,MHz,,MHz,,Parabolic,W1-SLU0618DS,Wave1
92623,16,24,60,,,MHz,,MHz,,Panel(1sector),T2040L3R011_0.8,TONGYU
92630,38.8,76,1.8,,,MHz,,MHz,,Parabolic Ultra High Performance,USX6-6W,Andrew
92666,35.2,61,3.1,,,MHz,,MHz,,Parabolic,Am-2-11W,CERAGON
92679,18.5,25,36,,,MHz,,MHz,,Panel(1sector),T1002M3R011_1800MHz,Tongyu
92693,16.3,26,69,,,MHz,,MHz,,"Panel (single sector dual slant, 694-790 MHz)",RVVPX310.11B-T2 (694-790 MHz),CommScope
92694,16.7,26,67,,,MHz,,MHz,,"Panel (single sector dual slant, 790-890 MHz)",RVVPX310.11B-T2 (790-890 MHz),CommScope
92696,17.5,27,62,,,MHz,,MHz,,"Panel (single sector dual slant, 1695-1880 MHz)",RVVPX310.11B-T2 (1695-1880 MHz),CommScope
92698,18.1,27,62,,,MHz,,MHz,,"Panel (single sector dual slant, 1920-2180 MHz)",RVVPX310.11B-T2 (1920-2180 MHz),CommScope
92699,18.6,29,61,,,MHz,,MHz,,"Panel (single sector dual slant, 2300-2690 MHz)",RVVPX310.11B-T2 (2300-2690 MHz),CommScope
92720,14,20,30,,,MHz,,MHz,,Yagi,YB815-81(H),RFI
92827,23.5,30,109.4,,,MHz,,MHz,,Panel,AIR6488_B42F,ERICSSON
92918,3,0,360,,,MHz,,MHz,,Dipole,MA215L26,Amphenol
92962,19.5,25,33,,,MHz,,MHz,,Panel(1sector),T1002M3R011_900,TONGYU
92963,19.5,25,34,,,MHz,,MHz,,Panel(1sector),T1002M3R011_2100,TONGYU
92964,19.8,25,34,,,MHz,,MHz,,Panel(1sector),T1002M3R011_2300,TONGYU
93,15.7,16,23,,,MHz,,MHz,0,Yagi (Vertical Polarisation)-Y,546-2(V),AEA
93020,2.1,0,0,,,MHz,,MHz,,GroundPlane,M21T-GP,SCALAR
93030,5,0,360,,,MHz,,MHz,,"Dipole (1x 4 dipole array, 136-174 MHz)",BA40-41,RF Industries
93063,39.3,66,1.8,,,MHz,,MHz,,Parabolic High Performance,VHLPX6-6W/B,Andrew
93087,34.7,61,3.3,,,MHz,,MHz,,Parabolic High Performance,VHLP2-11W/A,Andrew
93107,34.7,61,3.3,,,MHz,,MHz,,Parabolic High Performance,VHLPX2-11W/A,Andrew
93186,15.7,25,66,,,MHz,,MHz,,Panel(1sector),T2040L3R011_0.7,TONGYU
93189,32.7,60,4.1,,,MHz,,MHz,,Parabolic High Performance,VHLP1-15/C,Andrew
93202,13.2,20,36,,,MHz,,MHz,,Yagi(MixedPolarisation),YCP4047-13, RF INDUSTRIES
93318,15.4,31.6,90,,,MHz,,MHz,,Panel (Single-Sector),PMP 450m C050045A101A (5150-5925 MHz),Cambium Networks
93351,24.8,29,120,,,MHz,,MHz,,Panel,AEQP_3500_120,NOKIA
93352,2.1,0,0.5,,,MHz,,MHz,,GroundPlane,BMV-118137,RFI
93364,15.8,32,70,,,MHz,,MHz,,Panel(1sector),RRV4-65D-R6 (694-790),Commscope
93365,16.4,32,67,,,MHz,,MHz,,Panel(1sector),RRV4-65D-R6 (790-890),Commscope
93366,16.8,33,62,,,MHz,,MHz,,Panel(1sector),RRV4-65D-R6 (880-960),Commscope
93367,17,37,59,,,MHz,,MHz,,Panel(1sector),RRV4-65D-R6 (1695-1880),Commscope
93368,17.6,38,60,,,MHz,,MHz,,Panel(1sector),RRV4-65D-R6 (1850-1990),Commscope
93369,17.8,36,61,,,MHz,,MHz,,Panel(1sector),RRV4-65D-R6 (1920-2180),Commscope
93370,18.3,36,61,,,MHz,,MHz,,Panel(1sector),RRV4-65D-R6 (2300-2500),Commscope
93371,17.7,33,69,,,MHz,,MHz,,Panel(1sector),RRV4-65D-R6 (2500-2690),Commscope
93372,17.8,26,35,,,MHz,,MHz,,Panel(Multi-sector),T2040L3R011_1800,TONGYU
93373,18.3,27,32,,,MHz,,MHz,,Panel(Multi-sector),T2040L3R011_2100,TONGYU
93396,35.7,62,2.7,,,MHz,,MHz,,Parabolic,Am-4-6-CIRC-CR,ceragon
93400,38.9,65,1.8,,,MHz,,MHz,,Parabolic,DPSA-6-6-CR,ceragon
93404,37.2,63,2.3,,,MHz,,MHz,,Parabolic,Am-4-7_8-CIRC-CR,ceragon
93406,40.8,67,1.5,,,MHz,,MHz,,Parabolic,Am-6-7_8-CIRC-CR,ceragon
93409,34.1,60,3.2,,,MHz,,MHz,,Parabolic,Am-2-11W-CIRC-CR,ceragon
93410,40.1,67,1.6,,,MHz,,MHz,,Parabolic,Am-4-11W-CIRC-CR,ceragon
93418,44.8,73,0.9,,,MHz,,MHz,,Parabolic,Am-4-18-CIRC-CR,ceragon
93433,25.5,29,90,,,MHz,,MHz,,Panel (1 sector),AEQB_3500,NOKIA
93443,16,23,65,,,MHz,,MHz,,Panel (Single-Sector),JAVV-65C-R3B (850),Commscope
93460,2.1,0,360,,,MHz,,MHz,,Colinear Vertical,COL51-174,RF Industries
93480,35.5,62,2.9,,,MHz,,MHz,,Parabolic High Performance,VHLP4-6W/C,Andrew
93489,17.7,33,64,,,MHz,,MHz,,Cellular,SSPX310R-V2 (3.4),Commscope
93537,16.7,31,67,,,MHz,,MHz,,Panel,RV4-65D-R5-V6_0.7G,COMMSCOPE
93539,17.4,36,62,,,MHz,,MHz,,Panel,RV4-65D-R5-V6_0.9G,COMMSCOPE
93540,16.8,31,62,,,MHz,,MHz,,Panel,RV4-65D-R5-V6_1.8G,COMMSCOPE
93541,17.4,34,63,,,MHz,,MHz,,Panel,RV4-65D-R5-V6_2.1G,COMMSCOPE
93543,18.1,34,61,,,MHz,,MHz,,Panel,RV4-65D-R5-V6_2.5G,COMMSCOPE
93587,18.6,25,65,,,MHz,,MHz,,Panel(Multi-sector),2G4WHF(0.7),Rosenberger
93588,19.5,25,65,,,MHz,,MHz,,Panel(Multi-sector),2G4WHF(0.9),Rosenberger
93589,18.5,25,65,,,MHz,,MHz,,Panel(Multi-sector),2G4WHF(1.8),Rosenberger
93590,19.5,25,65,,,MHz,,MHz,,Panel(Multi-sector),2G4WHF(2.1),Rosenberger
93630,34.5,61,3.3,,,MHz,,MHz,,Parabolic,TYA06U10WC-BUBT,TONGYU
93648,24.5,29,120,,,MHz,,MHz,,Panel(1sector),AEQE_3.48-3.8_120,Nokia
93658,15.7,34,72,,,MHz,,MHz,,Panel(1sector),RRZZVVT4S4-65D-R8 (700),Commscope
