APTB_ID,APTB_TABLE_PREFIX,APTB_TABLE_ID,LICENCE_NO,APTB_DESCRIPTION,APTB_CATEGORY,APTB_TEXT,APTB_ITEM
638245322,LI,858846,9856824/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638245433,LI,813373,1969606/1,Conditions applicable to paging system stations (interior),ADVNOTE,Conditions applicable to the operation of Paging System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLA
638245699,LI,854072,1938011/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638245862,LI,849407,93241/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638245869,LI,828823,1183109/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638245870,LI,828833,1184509/1,Conditions applicable to amateur repeater stations,ADVNOTE,Conditions applicable to the operation of Amateur Repeater station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Amateur Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANQG
638246279,LI,829127,1918139/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638246305,LI,829167,1941138/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638246577,LI,855313,1918219/2,Conditions applicable to paging system stations,ADVNOTE,Conditions applicable to the operation of Paging System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLH
638246591,LI,855409,1909954/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638246592,LI,855410,1928502/1,Conditions applicable to ambulatory system stations,ADVNOTE,Conditions applicable to the operation of Ambulatory System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLG
638246598,LI,855416,1928510/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638246614,LI,855457,1967957/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638247101,LI,831408,1138014/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638247102,LI,831409,1138015/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638247896,LI,897217,9901076/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638248124,LI,885014,9885323/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638248125,LI,885016,9885322/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638248126,LI,885017,9885321/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638248148,LI,883512,9886785/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248149,LI,883513,9886786/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248150,LI,883514,9886787/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248151,LI,883515,9886788/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248152,LI,883516,9886789/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248153,LI,883517,9886790/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248154,LI,883518,9886791/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248155,LI,883519,9886792/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248156,LI,883520,9886793/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248157,LI,883521,9886795/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248158,LI,883523,9886796/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248159,LI,883524,9886797/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248169,LI,892911,1422880/2,Conditions applicable to paging system stations (interior),ADVNOTE,Conditions applicable to the operation of Paging System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLA
638248174,LI,899060,9903348/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248175,LI,899061,9903347/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248176,LI,899063,9903344/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248177,LI,899064,9903346/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248178,LI,899065,9903345/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248192,LI,897487,9898305/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248216,LI,887994,9888035/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248217,LI,887995,9888036/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248218,LI,887996,9888037/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248239,LI,888038,9888038/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
638248240,LI,888039,9888039/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
638248333,LI,898815,1905566/3,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638248334,LI,898816,1990127/3,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638248471,LI,885346,9887313/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638248486,LI,868135,1208635/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz,SPCOND,"The level of all discreet spurious components, measured at the output of the transmitter, must not exceed -30dBm.",42
638248487,LI,868135,1208635/1,Transmissions in the Land Mobile and Fixed bands 29.7 - 520 MHz with 12.5 kHz separation,SPCOND,The level of power in the adjacent channel must not exceed -16dBm.,43
638248488,LI,868135,1208635/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638248766,LI,868657,1976599/1,Conditions applicable to point to point (self-coordinated) services.,ADVNOTE,"Conditions applicable to the operation of Point to Point (self-coordinated), station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFJB
638248811,LI,898691,9902223/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248894,LI,892425,9891054/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
638248899,LI,892422,9891055/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
638248962,LI,870104,1444261/2,No interference / no protection,SPCOND,No interference shall be caused to any Radiocommunication station or service and no protection from interference by such stations or services shall be afforded.,27
638248963,LI,870104,1444261/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638248978,LI,906374,9906149/1,Conditions applicable to paging system stations (interior),ADVNOTE,Conditions applicable to the operation of Paging System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLA
638249286,LI,871222,1923274/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638249287,LI,871223,1923275/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638249288,LI,871224,1923276/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638249289,LI,871225,1923277/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638249413,LI,892157,9896386/1,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
638249414,LI,892157,9896386/1,Cavity filter - transceiver/antenna,SPCOND,An efficient cavity filter must be fitted between the transceiver and the antenna.,06
638249415,LI,892157,9896386/1,,SPCOND,"1.This service is authorised to operate on the condition that it does not cause interference to the following Australian Maritime Safety Authority (AMSA) services: •	a service operating on 161.975 MHz, at Mt Robinson Whitsunday Island, licence No. 1931516/1 and •	a service operating on 162.025, at Mt Robinson Whitsunday Island, licence No. 1931517/1.  2. This service is authorised to operate on the condition that no protection is claimed from interference that may be caused by the following services: •	a service operating on 156.55 MHz, at Whitsunday Island, licence No. 1948612/1 and  •	a service operating on 156.8 MHz, at Whitsunday Island, licence No. 1402387/1.  ",
638249417,LI,881717,1988751/2,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638249454,LI,881787,1568972/2,Conditions applicable to limited coast assigned stations.,ADVNOTE,Conditions applicable to the operation of Limited Coast Assigned System authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Maritime Coast Licence) Determination. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANMJ
638249609,LI,934186,9935065/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638249685,LI,934802,9936021/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638249765,LI,934674,9935703/1,Conditions applicable to point to multipoint stations (Refer also ANFB2 PTMP Land Mob Spec),ADVNOTE,"Conditions applicable to the operation of Point to Multipoint station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFB
638249776,LI,934686,9935706/1,Conditions applicable to point to multipoint stations (Refer also ANFB2 PTMP Land Mob Spec),ADVNOTE,"Conditions applicable to the operation of Point to Multipoint station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFB
638249777,LI,934687,9935707/1,Conditions applicable to point to multipoint stations (Refer also ANFB2 PTMP Land Mob Spec),ADVNOTE,"Conditions applicable to the operation of Point to Multipoint station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFB
638249787,LI,954233,9946767/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638249866,LI,945277,9943226/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638249867,LI,945277,9943226/1,,SPCOND,The antenna(s) recorded on this licence does not meet the minimum performance requirements specified in ACMA policy documents. The licensee may be required to change the antenna if any harmful interference occurs.,
638249979,LI,944199,9943012/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638249980,LI,944207,9943011/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638249985,LI,944299,9943029/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250053,LI,937143,9937730/1,Conditions applicable to land mobile system stations,ADVNOTE,Conditions applicable to the operation of Land Mobile System station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Land Mobile Licence) Determination.  Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).,ANLC
638250071,LI,943610,9942975/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
638250076,LI,943618,9942984/1,Conditions applicable to point to point stations.,ADVNOTE,"Conditions applicable to the operation of Point to Point station(s) authorised under this licence can be found in the Radiocommunications Licence Conditions (Apparatus Licence) Determination and the Radiocommunications Licence Conditions (Fixed Licence) Determination, the 'fixed licence lcd'. Copies of these determinations are available from the ACMA and from the ACMA home page (www.acma.gov.au).",ANFA
